frame,bowling_arm_elbow_angle,bowling_arm_shoulder_angle,front_leg_brace_angle,bowling_arm_wrist_x,bowling_arm_wrist_y,bowling_arm_wrist_z,bowling_arm_shoulder_x,bowling_arm_shoulder_y,bowling_arm_shoulder_z,nose_y,bowling_arm_wrist_y_2d,bowling_arm_vertical_angle,bowling_arm_horizontal_angle_from_plane
25,98.67718278083517,99.12298066855215,130.9080457823262,-0.1750524789094925,-0.6695829629898071,-0.20343606173992157,-0.23323054611682892,-0.44457775354385376,-0.11813657730817795,0.18478785455226898,0.17056916654109955,24.649490909348543,65.35050909065146
26,93.0925243281243,98.00034930683819,127.85644555105206,-0.170871764421463,-0.6641501188278198,-0.17462970316410065,-0.23514722287654877,-0.44317930936813354,-0.11786168813705444,0.18258659541606903,0.1704128086566925,21.210412008026395,68.78958799197359
27,89.67490610221049,98.3934743896429,124.8870438386168,-0.16657407581806183,-0.6636467576026917,-0.12887701392173767,-0.23575881123542786,-0.4418318271636963,-0.11492079496383667,0.18190628290176392,0.1699191778898239,17.650329073917504,72.3496709260825
28,91.13824082523494,95.92125108151009,123.74915422511681,-0.1668727546930313,-0.663412868976593,-0.14055471122264862,-0.2371540069580078,-0.43928688764572144,-0.11226864904165268,0.18194445967674255,0.16970005631446838,18.676463263851105,71.3235367361489
29,89.40735548551835,92.90586550522299,119.16040293424405,-0.16710856556892395,-0.6603187322616577,-0.13244163990020752,-0.23709993064403534,-0.439408540725708,-0.10719412565231323,0.18064221739768982,0.1698007881641388,18.61428978357779,71.38571021642221
30,86.964752244386,91.88023834017861,118.47642279315218,-0.16597245633602142,-0.6600386500358582,-0.11878234893083572,-0.23719871044158936,-0.4394218325614929,-0.10513997822999954,0.18063251674175262,0.16948610544204712,18.1966878107865,71.8033121892135
31,87.2163702698873,89.35472760390662,118.4698360729466,-0.1637325882911682,-0.6458035707473755,-0.15546536445617676,-0.24099037051200867,-0.4358101487159729,-0.10547059774398804,0.17869827151298523,0.16889265179634094,23.663932656565237,66.33606734343475
32,89.22258967511429,88.15925362989924,117.8401903517358,-0.1637173444032669,-0.6433996558189392,-0.18080231547355652,-0.24383008480072021,-0.4331505298614502,-0.10558634251356125,0.17785519361495972,0.1683952957391739,27.5942135946172,62.405786405382806
33,87.14207979737124,88.99539729426547,116.8952290788545,-0.16401046514511108,-0.6451466679573059,-0.16378304362297058,-0.24480009078979492,-0.43270623683929443,-0.10671336948871613,0.17790460586547852,0.16791369020938873,24.966995233227436,65.03300476677258
34,86.83070165399033,89.31308741158156,112.07388589383298,-0.16395631432533264,-0.6463260650634766,-0.16128523647785187,-0.24463433027267456,-0.4327862560749054,-0.10609398782253265,0.17747533321380615,0.16736538708209991,24.596363263091092,65.40363673690891
35,87.59459421321996,89.22198293611332,110.99315712580574,-0.16401876509189606,-0.6471179127693176,-0.16840170323848724,-0.24453391134738922,-0.43289411067962646,-0.10593343526124954,0.17688968777656555,0.16698165237903595,25.440525985967327,64.55947401403267
36,88.80189424385492,88.6761721697363,112.20750818853101,-0.1641002893447876,-0.6421945095062256,-0.19178971648216248,-0.24726609885692596,-0.43150705099105835,-0.10656163096427917,0.17567314207553864,0.16571617126464844,29.475307473880633,60.524692526119374
37,94.8625688342348,89.15848249362729,113.87888821597971,-0.16555236279964447,-0.642849862575531,-0.23146189749240875,-0.24717053771018982,-0.43156296014785767,-0.10806567966938019,0.17622268199920654,0.16512681543827057,35.00032234523567,54.99967765476433
38,90.67871954024058,87.29583618634986,113.23510006530955,-0.16559970378875732,-0.6394387483596802,-0.225232794880867,-0.24820725619792938,-0.42950549721717834,-0.10867767781019211,0.17550434172153473,0.16488635540008545,34.235446634646536,55.764553365353464
39,89.63014895062139,87.56741497557775,113.78657333470059,-0.16602322459220886,-0.6399474740028381,-0.21863369643688202,-0.24828290939331055,-0.4295283257961273,-0.10905200988054276,0.17566756904125214,0.16475151479244232,33.07145280380706,56.92854719619294
40,94.5212402824215,87.62631061425594,114.37393117437205,-0.17598456144332886,-0.6395673751831055,-0.25129085779190063,-0.2511718273162842,-0.42961254715919495,-0.10904881358146667,0.17504581809043884,0.16455139219760895,37.463400970827934,52.53659902917207
41,95.20657601014132,87.650072550257,116.16942730005954,-0.1752268671989441,-0.6402128338813782,-0.26460781693458557,-0.25105392932891846,-0.42939019203186035,-0.11099305748939514,0.1757863610982895,0.16457904875278473,39.09663490394442,50.90336509605558
42,98.28445766557797,88.04856644325203,116.1317348754841,-0.1757459044456482,-0.6406872272491455,-0.28619763255119324,-0.25122907757759094,-0.42940962314605713,-0.11216174811124802,0.17583803832530975,0.16450528800487518,41.9197852237543,48.08021477624569
43,95.37524803522331,87.29806243326865,115.38868880939549,-0.17548352479934692,-0.6376915574073792,-0.27620381116867065,-0.253581702709198,-0.42915064096450806,-0.11379405111074448,0.17564430832862854,0.1645170897245407,40.8321033640494,49.1678966359506
44,94.1014401420082,87.1722259000781,115.32862810812883,-0.17656134068965912,-0.6373623609542847,-0.26863130927085876,-0.254604697227478,-0.4291018843650818,-0.11386502534151077,0.1748804897069931,0.16423963010311127,39.769805158200825,50.230194841799175
45,96.31840917926311,86.86805968478704,114.58627628468156,-0.18114157021045685,-0.6336249113082886,-0.2862834632396698,-0.2557627558708191,-0.42857426404953003,-0.1128455176949501,0.1743234544992447,0.16302551329135895,42.638705171838666,47.36129482816132
46,98.62964450768463,86.30095817189056,114.48803051073637,-0.17936961352825165,-0.6292239427566528,-0.3075507879257202,-0.25750723481178284,-0.4275306165218353,-0.11521533131599426,0.17436932027339935,0.16306976974010468,45.827018491011444,44.172981508988535
47,95.35547292272534,85.3105945596881,114.47643708136137,-0.17893321812152863,-0.6276515126228333,-0.2948215901851654,-0.2584436237812042,-0.42642831802368164,-0.11600559204816818,0.1735721379518509,0.16308759152889252,44.202247008693575,45.79775299130641
48,102.70371589806902,85.08094135249301,115.00216764883824,-0.17524835467338562,-0.6243492960929871,-0.33289292454719543,-0.26202404499053955,-0.425565630197525,-0.11609023809432983,0.17326147854328156,0.16276489198207855,49.594419211811356,40.40558078818864
49,103.96104492825899,85.38768051390399,114.38667263396319,-0.16773687303066254,-0.6248252987861633,-0.33699464797973633,-0.26232200860977173,-0.42525213956832886,-0.11655538529157639,0.17382332682609558,0.1627880185842514,50.239895897248005,39.760104102751995
50,100.6929780369535,85.10678603123077,114.53822622059924,-0.16526305675506592,-0.6252718567848206,-0.3234391510486603,-0.26145023107528687,-0.4253815710544586,-0.11618448793888092,0.17382249236106873,0.16240106523036957,48.8192084378673,41.180791562132676
51,99.52961516112885,84.50896393186807,114.31940807806804,-0.15882739424705505,-0.6254451870918274,-0.3167721927165985,-0.2605780065059662,-0.4250727891921997,-0.11643362790346146,0.1737576723098755,0.1624670922756195,48.27517581053036,41.724824189469636
52,98.24051304474256,84.32918173058599,114.10322151219137,-0.15852417051792145,-0.6260020136833191,-0.31320470571517944,-0.2599543333053589,-0.42512738704681396,-0.11665070801973343,0.17355677485466003,0.16243959963321686,47.7546999014111,42.245300098588935
53,97.16470884264366,84.90666678936522,113.66051388072832,-0.15852579474449158,-0.628359317779541,-0.30282196402549744,-0.25901126861572266,-0.42533645033836365,-0.11607775837182999,0.17339488863945007,0.162202849984169,46.24764851702369,43.752351482976316
54,98.25834045181523,85.5361633509597,113.76091681060619,-0.15616202354431152,-0.6288501620292664,-0.3020763099193573,-0.2589965760707855,-0.42576098442077637,-0.11620943248271942,0.17350180447101593,0.16218337416648865,46.28617977192761,43.71382022807239
55,100.7454158852898,85.09037329388147,114.54417053716266,-0.154603973031044,-0.628558337688446,-0.3138294219970703,-0.25895458459854126,-0.42578235268592834,-0.11282717436552048,0.17251180112361908,0.16159774363040924,48.1601086412291,41.839891358770885
56,96.92659881737914,87.10862918625031,114.31676855669458,-0.15568774938583374,-0.6361905932426453,-0.2806866466999054,-0.25811707973480225,-0.426464319229126,-0.11286858469247818,0.17272979021072388,0.1616087704896927,43.150866852301164,46.84913314769883
57,97.35550694981028,87.9977083683425,115.15842602088807,-0.1558333784341812,-0.6406515836715698,-0.2811205983161926,-0.25740042328834534,-0.4281468987464905,-0.11432870477437973,0.1735304594039917,0.1612456738948822,42.581703684479066,47.41829631552094
58,95.40825792857912,90.48577715938323,116.44220234760185,-0.15603622794151306,-0.6510566473007202,-0.25896716117858887,-0.25542277097702026,-0.4292694628238678,-0.11455149948596954,0.1738622635602951,0.1611510068178177,38.32432768504964,51.67567231495034
59,95.40442684765912,90.8266487170562,119.21055906887725,-0.15090572834014893,-0.6554585099220276,-0.2631876766681671,-0.2514808773994446,-0.4292640686035156,-0.11387278884649277,0.17420712113380432,0.15997737646102905,38.51635071968701,51.48364928031298
60,96.15013225314915,90.60074654927092,123.23708846912882,-0.1491822600364685,-0.6558520793914795,-0.26896971464157104,-0.2506473660469055,-0.4293017089366913,-0.11298241466283798,0.1750868707895279,0.15929467976093292,39.39898736855926,50.60101263144075
61,96.74990591081696,90.26422290295024,126.6731152388541,-0.1467113196849823,-0.6554968357086182,-0.2711295187473297,-0.2500563859939575,-0.42935439944267273,-0.1116926446557045,0.1755780726671219,0.15919259190559387,40.036378028814596,49.96362197118541
62,95.65355277482085,89.3742545446554,138.2935874604618,-0.14694876968860626,-0.6563854217529297,-0.2714671194553375,-0.24933473765850067,-0.4276297092437744,-0.11197267472743988,0.17652997374534607,0.15921813249588013,39.64252283742434,50.35747716257566
63,96.61850455922612,89.57516443276815,130.83246743335363,-0.14714108407497406,-0.6567841172218323,-0.27224481105804443,-0.24972330033779144,-0.4281409978866577,-0.10779595375061035,0.17702896893024445,0.15877124667167664,40.28796174258625,49.71203825741374
64,96.73399672427553,89.96458959694688,147.29858010712817,-0.14739665389060974,-0.6574094295501709,-0.2661341428756714,-0.25103074312210083,-0.4280587136745453,-0.1066785454750061,0.17717674374580383,0.15877369046211243,39.66497271200939,50.3350272879906
65,99.06786680179476,90.15747246713886,137.68472275806639,-0.13636130094528198,-0.6578063368797302,-0.2672058343887329,-0.2502976953983307,-0.43006259202957153,-0.10633822530508041,0.17721223831176758,0.15853577852249146,40.878620094690035,49.12137990530995
66,102.57903744542273,92.73997570978565,152.109940924658,-0.13524866104125977,-0.6590561866760254,-0.2620720863342285,-0.25375673174858093,-0.4300680160522461,-0.10542626678943634,0.1787811517715454,0.15782314538955688,40.62258214186082,49.377417858139204
67,106.74064671656988,92.43644027602879,137.15472911432673,-0.11914051324129105,-0.6595327258110046,-0.24693182110786438,-0.25381121039390564,-0.43174639344215393,-0.09618504345417023,0.17953015863895416,0.15741705894470215,41.586261164306535,48.41373883569347
68,101.68394804307412,95.1793344988283,156.23952750363213,-0.12172004580497742,-0.6676257848739624,-0.21122395992279053,-0.25439974665641785,-0.43174827098846436,-0.09642171859741211,0.17947448790073395,0.15686628222465515,36.64288037830826,53.35711962169176
69,105.52569856496042,95.92150980012437,160.1824556435754,-0.11725638061761856,-0.6678440570831299,-0.22165465354919434,-0.2546202540397644,-0.43283766508102417,-0.10097899287939072,0.17932114005088806,0.15650418400764465,37.88408787343644,52.11591212656355
70,104.02364460114352,96.6944386791599,153.98853716623685,-0.118100106716156,-0.6696799397468567,-0.21441474556922913,-0.2545117139816284,-0.4328565299510956,-0.10115203261375427,0.17923295497894287,0.15648779273033142,36.821255077423956,53.17874492257602
71,103.07755988432683,96.52351907859949,148.94357289405042,-0.11915899813175201,-0.6692943572998047,-0.21263167262077332,-0.25439533591270447,-0.432772696018219,-0.10132568329572678,0.17835520207881927,0.15674994885921478,36.52100545047779,53.47899454952222
72,108.74081416388427,95.38085450273691,133.56482150191843,-0.11695341020822525,-0.667039155960083,-0.24271757900714874,-0.2546411454677582,-0.43265387415885925,-0.09814354032278061,0.17834337055683136,0.15756002068519592,40.424246735843724,49.575753264156276
73,105.07649279164956,92.6004676833367,124.90837579280615,-0.1171836405992508,-0.6629902124404907,-0.24718475341796875,-0.2533114552497864,-0.4326455593109131,-0.09642137587070465,0.17765823006629944,0.1590288132429123,41.40705005561085,48.59294994438913
74,106.08658808594002,92.38101283361313,114.2002151135224,-0.11741151660680771,-0.662826657295227,-0.25968146324157715,-0.24910958111286163,-0.4353869557380676,-0.09567528963088989,0.17752759158611298,0.1585559993982315,42.7629957556683,47.23700424433172
75,106.83235945962063,92.10292409850737,97.06355289187881,-0.1122506633400917,-0.6633903384208679,-0.2646169662475586,-0.24844631552696228,-0.4372960329055786,-0.09525948762893677,0.17754432559013367,0.1582411378622055,43.86735454683958,46.13264545316043
76,102.24681606356118,92.36796517460228,94.87655540411163,-0.11592993885278702,-0.6700494885444641,-0.25530722737312317,-0.24240003526210785,-0.43827030062675476,-0.09546803683042526,0.1765461266040802,0.15819647908210754,41.327700395268636,48.67229960473135
77,94.25455300945927,92.61042608379483,95.22649137337332,-0.11583288013935089,-0.6809596419334412,-0.22097627818584442,-0.23202164471149445,-0.43832480907440186,-0.09060972929000854,0.17528754472732544,0.15790624916553497,35.743288567713904,54.25671143228608
78,93.59420303212289,93.06487593108642,89.17092354507712,-0.11032721400260925,-0.6873096227645874,-0.21689355373382568,-0.22614701092243195,-0.43862268328666687,-0.08866017311811447,0.17497961223125458,0.15790289640426636,34.79267042045339,55.207329579546595
79,96.07519313892284,93.02507565785334,87.05582032837377,-0.10096379369497299,-0.6859498620033264,-0.2280089259147644,-0.22668084502220154,-0.43924033641815186,-0.09086351841688156,0.17788034677505493,0.15820883214473724,37.02050272037735,52.97949727962264
80,94.94979624968248,94.17185736173636,83.61322303030289,-0.10146272927522659,-0.6989026665687561,-0.21935011446475983,-0.2221062034368515,-0.4392431676387787,-0.09090979397296906,0.1784224957227707,0.158172607421875,34.16235201019376,55.83764798980622
81,95.07653854038428,94.9527386129239,83.27822321586284,-0.09838595241308212,-0.7070326805114746,-0.2200196534395218,-0.21709352731704712,-0.43985748291015625,-0.09166853874921799,0.17835716903209686,0.1576504111289978,33.19930305139013,56.800696948609875
82,93.91321561317676,95.18969345778928,82.92640543451206,-0.09506426006555557,-0.7069994211196899,-0.2212255746126175,-0.2146291434764862,-0.4404861629009247,-0.09706533700227737,0.1782544106245041,0.15734310448169708,32.893203363630164,57.10679663636982
83,93.57135639507638,97.72575636081075,82.99537534138163,-0.08959683030843735,-0.7144905924797058,-0.23854118585586548,-0.2123366743326187,-0.44228512048721313,-0.1233425885438919,0.1786365658044815,0.15738551318645477,31.73272337844415,58.26727662155586
84,99.35248639620714,98.40841272742654,81.88967812373592,-0.08057298511266708,-0.7114915251731873,-0.29877790808677673,-0.21292218565940857,-0.4436294138431549,-0.13801957666873932,0.17890550196170807,0.15752944350242615,37.860636051579434,52.13936394842057
85,98.84786672783872,98.18183476098379,82.37951352730822,-0.07011619955301285,-0.7101565003395081,-0.3023615777492523,-0.21315768361091614,-0.4440460801124573,-0.14583756029605865,0.17807111144065857,0.15771132707595825,38.54815898244976,51.45184101755022
86,88.6323259058172,99.06571051433444,81.10317389193337,-0.0717911422252655,-0.7163128852844238,-0.23486489057540894,-0.20992256700992584,-0.4445672035217285,-0.14307022094726562,0.17794911563396454,0.15795983374118805,31.396423896354634,58.60357610364536
87,87.93629750181532,100.04931955028735,80.39587866255472,-0.06175887584686279,-0.7242287397384644,-0.19715605676174164,-0.2084141969680786,-0.444253146648407,-0.14013703167438507,0.1758168339729309,0.15794216096401215,29.336530103593503,60.66346989640651
88,87.6024685691276,100.53837082175498,80.68882946637015,-0.06085735186934471,-0.7306245565414429,-0.15781845152378082,-0.20726025104522705,-0.44414210319519043,-0.14008085429668427,0.17582958936691284,0.1583183854818344,27.238196477427692,62.76180352257233
89,90.2009055839167,100.90564149445073,80.69179032211017,-0.055564310401678085,-0.7332806587219238,-0.16174691915512085,-0.20713277161121368,-0.44376322627067566,-0.13876459002494812,0.17581972479820251,0.15832698345184326,27.901449112506526,62.09855088749347
90,92.33790175727164,101.23577406177422,81.20441307815611,-0.058277763426303864,-0.7310829758644104,-0.187948077917099,-0.20744085311889648,-0.4430175721645355,-0.1379760503768921,0.17583197355270386,0.15905050933361053,28.638760460350994,61.36123953964899
91,93.55512630206232,101.69469798042957,80.98345050375057,-0.059733156114816666,-0.7296876311302185,-0.1932045966386795,-0.20768029987812042,-0.441976398229599,-0.1369628608226776,0.17485766112804413,0.15950419008731842,28.816213134602634,61.18378686539737
92,96.38236450082651,104.02718249573404,80.21764358066225,-0.0497819148004055,-0.7411302924156189,-0.10175241529941559,-0.20763495564460754,-0.4419994056224823,-0.12929971516132355,0.17488650977611542,0.15945930778980255,28.17710118496086,61.82289881503917
93,101.1781949829137,105.32923593746983,80.01519636721201,-0.036603767424821854,-0.7406054735183716,-0.12742440402507782,-0.20743566751480103,-0.4427468478679657,-0.13089154660701752,0.17490151524543762,0.1592170149087906,29.840807316097568,60.15919268390243
94,101.21124934190529,104.42323523672519,81.61967710604733,-0.02993375062942505,-0.740361213684082,-0.14349959790706635,-0.20507386326789856,-0.4426867663860321,-0.1309659779071808,0.1748950332403183,0.15868832170963287,30.534906299417685,59.46509370058231
95,100.5246925573753,103.8196190233994,83.44024138761706,-0.03139545023441315,-0.7371724843978882,-0.14216603338718414,-0.20608031749725342,-0.4421811103820801,-0.12066574394702911,0.1747576743364334,0.15866497159004211,30.821902585801098,59.17809741419888
96,101.9900245115653,103.18164396739398,89.7639669088201,-0.021029090508818626,-0.7275994420051575,-0.14726386964321136,-0.20318087935447693,-0.4425678551197052,-0.12840501964092255,0.1746501475572586,0.16012515127658844,32.71969982266546,57.28030017733453
97,99.19745835811598,100.78446330271032,91.12143040456813,-0.01702709123492241,-0.7192504405975342,-0.15051868557929993,-0.20072992146015167,-0.4424750506877899,-0.12801872193813324,0.17498216032981873,0.1622868776321411,33.770059907362935,56.229940092637065
98,94.45676486574894,97.99990212143854,92.10063791031894,-0.006138752680271864,-0.706518828868866,-0.13450568914413452,-0.1899985671043396,-0.44256675243377686,-0.1272810399532318,0.17701047658920288,0.16822576522827148,34.88045680283631,55.11954319716367
99,92.0791738976277,94.51893846229515,90.67869249212092,-0.003928257618099451,-0.6926465630531311,-0.13805152475833893,-0.19017231464385986,-0.4422522783279419,-0.116026870906353,0.17674997448921204,0.1695588380098343,36.83269775658934,53.16730224341068
100,94.67374303940667,92.25535492122327,90.95051390884583,0.0024733443278819323,-0.6783669590950012,-0.1684308499097824,-0.19097161293029785,-0.4422684609889984,-0.116246297955513,0.17686264216899872,0.17196594178676605,40.31891473813448,49.68108526186551
101,95.55345058771253,89.98345737465333,91.53159786185569,0.006144716404378414,-0.6588900089263916,-0.18807925283908844,-0.19044287502765656,-0.44228729605674744,-0.11657381802797318,0.1775873452425003,0.17906710505485535,44.002382125152394,45.9976178748476
102,92.97250350040765,87.48456014639008,92.56740613652264,0.009044243022799492,-0.6446000337600708,-0.1855880320072174,-0.1862545758485794,-0.4422592222690582,-0.11633153259754181,0.1810772567987442,0.18711811304092407,45.68186566457524,44.31813433542472
103,90.4320618876148,87.50644869433985,93.58326896465478,0.012121095322072506,-0.6447964310646057,-0.13003012537956238,-0.18053337931632996,-0.4428141117095947,-0.11068013310432434,0.1847352832555771,0.1923609972000122,43.78960994004453,46.21039005995546
104,90.07329079437976,86.95024835593769,94.74917142900975,0.01048887986689806,-0.6427134871482849,-0.11855277419090271,-0.18043123185634613,-0.44281744956970215,-0.09752499312162399,0.18648077547550201,0.1929749995470047,43.85686542282011,46.14313457717988
105,91.20754079590878,86.48185255052714,102.80221830517654,0.019929034635424614,-0.6225863099098206,-0.10186400264501572,-0.1761491447687149,-0.4442739486694336,-0.09268593788146973,0.18663303554058075,0.2031777948141098,47.748004864313145,42.25199513568687
106,95.76843754055797,84.80893260708953,104.2193966777397,0.022274591028690338,-0.6118509769439697,-0.14292488992214203,-0.1762704700231552,-0.44426289200782776,-0.09332695603370667,0.18631799519062042,0.20442521572113037,50.68540804001904,39.314591959980966
107,98.6341814654589,82.76187789084425,106.31933861725757,0.04077589884400368,-0.6093425750732422,-0.14264589548110962,-0.1767369508743286,-0.44431281089782715,-0.09595254808664322,0.18742793798446655,0.20449823141098022,53.431504308956875,36.568495691043125
108,103.27428540086558,80.66860378750702,109.01337911843403,0.052277255803346634,-0.5942017436027527,-0.18742448091506958,-0.17710138857364655,-0.44431090354919434,-0.10676059871912003,0.18816335499286652,0.20804446935653687,58.34791796624614,31.65208203375387
109,105.22832698114665,82.16151623883381,108.01686235739147,0.05439489334821701,-0.5921201109886169,-0.2240862399339676,-0.17741090059280396,-0.44530728459358215,-0.12278318405151367,0.1883106380701065,0.20819494128227234,59.8714469014981,30.128553098501893
110,99.26579768268705,75.21897434467405,110.30901670920649,0.05901032313704491,-0.5640305876731873,-0.20884336531162262,-0.17751561105251312,-0.4454116225242615,-0.12224661558866501,0.18892917037010193,0.2147529572248459,64.78263564586756,25.21736435413243
111,98.12699042686131,67.00880888386881,116.1859902911182,0.07136651128530502,-0.5273289680480957,-0.2017364203929901,-0.1770993322134018,-0.4459418058395386,-0.12202559411525726,0.1893434375524521,0.22216053307056427,72.67723359997373,17.322766400026264
