frame,bowling_arm_elbow_angle,bowling_arm_shoulder_angle,front_leg_brace_angle,bowling_arm_wrist_x,bowling_arm_wrist_y,bowling_arm_wrist_z,bowling_arm_shoulder_x,bowling_arm_shoulder_y,bowling_arm_shoulder_z,nose_y,bowling_arm_wrist_y_2d,bowling_arm_vertical_angle,bowling_arm_horizontal_angle_from_plane
112,93.20867560583535,59.03664379036517,116.71659480968255,0.07302307337522507,-0.5045927166938782,-0.17623846232891083,-0.17740072309970856,-0.44594651460647583,-0.11672288179397583,0.18964622914791107,0.2264525145292282,77.1647382800795,12.835261719920524
113,97.45801317939399,54.77070876986678,116.67691785626945,0.0787883847951889,-0.48472508788108826,-0.22388955950737,-0.17771919071674347,-0.4459056854248047,-0.11659428477287292,0.18999727070331573,0.23099550604820251,82.05196436274844,7.948035637251533
114,100.69691470478455,55.28387145013968,116.35473015130218,0.07965078949928284,-0.48758643865585327,-0.22100989520549774,-0.17778551578521729,-0.44610267877578735,-0.10842372477054596,0.19081979990005493,0.23214781284332275,81.601513165076,8.398486834924004
115,104.06824552787144,56.07636492703923,117.48093599613027,0.10041101276874542,-0.46977412700653076,-0.2931046187877655,-0.17650000751018524,-0.44502681493759155,-0.1290086805820465,0.19077080488204956,0.23320990800857544,85.60354949355398,4.396450506446104
116,105.96448434978016,54.961604446765946,115.33321869758842,0.10921435058116913,-0.449118971824646,-0.3047107756137848,-0.17519530653953552,-0.44455328583717346,-0.13104772567749023,0.19073925912380219,0.2371092289686203,89.2150414954002,0.7849585045998128
117,108.1771349600942,56.82339921421249,114.3204660314064,0.1251741498708725,-0.4527572691440582,-0.29950129985809326,-0.17103052139282227,-0.4438520073890686,-0.1396423578262329,0.19123141467571259,0.23808006942272186,88.48445712773584,1.5155428722638344
118,109.32482894452788,57.760363166952814,112.89112257726558,0.13046513497829437,-0.4527973234653473,-0.3115369975566864,-0.16725532710552216,-0.4437740743160248,-0.14375697076320648,0.1912139505147934,0.23972271382808685,88.48753162870163,1.5124683712982634
119,109.56574125766808,56.31017024836147,115.20638786681307,0.1310717910528183,-0.4375973045825958,-0.3171338737010956,-0.1674540936946869,-0.443043977022171,-0.14189513027668,0.19116587936878204,0.24558395147323608,89.09854938211184,0.9014506178885462
120,109.59702941352887,50.993648805931045,125.38297196391945,0.13666923344135284,-0.42117297649383545,-0.30267393589019775,-0.16660107672214508,-0.4377143979072571,-0.09586551040410995,0.19143585860729218,0.24901166558265686,87.41982433333594,2.5801756666641893
121,112.38481595928472,45.45808515418104,128.9451874357756,0.13512417674064636,-0.3910832405090332,-0.27494433522224426,-0.17029321193695068,-0.4342223107814789,-0.06325371563434601,0.19139854609966278,0.2582590878009796,83.3783159042182,6.621684095781842
122,110.75826045882475,42.415134081435966,133.83494215294024,0.1366156041622162,-0.3878571689128876,-0.20929469168186188,-0.17135082185268402,-0.42921915650367737,-0.028137600049376488,0.19148145616054535,0.25869256258010864,83.3966289238513,6.603371076148661
123,110.86591602084805,41.233822962671915,132.6211759117783,0.14279522001743317,-0.3812713921070099,-0.19610469043254852,-0.17146587371826172,-0.4249862730503082,-0.022904114797711372,0.19198614358901978,0.2622029185295105,83.05408981858216,6.94591018141791
124,107.02949395248051,38.42916265724507,130.84334713340462,0.1423756629228592,-0.37905657291412354,-0.15200790762901306,-0.17204773426055908,-0.42179736495018005,-0.013458832167088985,0.1922703981399536,0.2658799886703491,82.90924484559335,7.090755154406696
125,107.32187857781207,37.11125758144912,128.75469391637256,0.14385110139846802,-0.37107229232788086,-0.14476171135902405,-0.17069053649902344,-0.4222836494445801,-0.013855809345841408,0.19246910512447357,0.27103662490844727,81.4516086458993,8.548391354100628
126,106.51155049715882,32.19342892452821,130.96476896404988,0.143527552485466,-0.3427109122276306,-0.13786089420318604,-0.17073306441307068,-0.4183346927165985,-0.007692729122936726,0.19285550713539124,0.28040239214897156,77.46566854863019,12.534331451369813
127,106.62820111337766,33.03921204585951,135.23084308373925,0.1517719030380249,-0.341108500957489,-0.15522602200508118,-0.1686861515045166,-0.41587430238723755,-0.010250112973153591,0.19525028765201569,0.28195223212242126,77.99936537720322,12.00063462279673
128,109.12920940552507,33.4583941245043,133.8834480060266,0.15258146822452545,-0.3254483640193939,-0.16114352643489838,-0.16754426062107086,-0.41500791907310486,-0.016500374302268028,0.1960533708333969,0.2867894470691681,75.69727721558009,14.302722784419974
129,112.8449226728885,32.658688792188485,136.1047796258305,0.15280957520008087,-0.30976206064224243,-0.1809697449207306,-0.16649915277957916,-0.41408419609069824,-0.023956721648573875,0.19634537398815155,0.29091933369636536,73.65969920979578,16.34030079020421
130,114.79472872158405,32.549707692479544,143.27502153694923,0.1571359783411026,-0.29766806960105896,-0.18783925473690033,-0.16206781566143036,-0.41424623131752014,-0.023980794474482536,0.19687987864017487,0.2968164384365082,72.00064735953079,17.999352640469187
131,115.61673154645052,27.766112896713206,147.4941044488486,0.15540799498558044,-0.29239949584007263,-0.15129947662353516,-0.16438515484333038,-0.41806504130363464,0.01691814325749874,0.19885416328907013,0.30859383940696716,70.82340819274242,19.176591807257577
132,121.05243885220133,26.483368881894215,153.18767286962495,0.16038012504577637,-0.27724385261535645,-0.14334255456924438,-0.16046015918254852,-0.4186282157897949,0.05039885640144348,0.19980557262897491,0.3124411404132843,69.33215756671086,20.667842433289138
133,122.31322638607548,23.91196574336668,161.39053087826724,0.15900082886219025,-0.2687405049800873,-0.1318635791540146,-0.15835481882095337,-0.42308729887008667,0.049637630581855774,0.2021923065185547,0.3196699619293213,67.11133032419461,22.888669675805392
134,121.44680153499752,24.29650918673392,161.8435952467996,0.1647200882434845,-0.2687051296234131,-0.13558796048164368,-0.15496042370796204,-0.42983508110046387,0.04155829921364784,0.20251905918121338,0.3203590512275696,66.20871691018965,23.791283089810378
135,121.63458380916522,22.89856659526257,160.02008473049193,0.16995716094970703,-0.2600269019603729,-0.13934746384620667,-0.14971494674682617,-0.43344539403915405,0.00974481925368309,0.20371130108833313,0.3311266601085663,63.81914858657478,26.18085141342523
136,120.5112956347234,19.419426104487812,156.99306726054112,0.168073371052742,-0.2587691843509674,-0.09791190922260284,-0.15098214149475098,-0.4362260699272156,0.03351361304521561,0.20427629351615906,0.3353408873081207,62.784485056589816,27.215514943410202
137,126.1962480611288,19.49527693147944,149.39350435387277,0.16692231595516205,-0.2236805111169815,-0.09808716922998428,-0.14974640309810638,-0.4366685748100281,0.03119189850986004,0.20439140498638153,0.3455771505832672,58.08959478419378,31.91040521580621
138,128.03881345333477,19.560706433190955,150.1177673651511,0.16641581058502197,-0.2149335891008377,-0.1075187399983406,-0.15004301071166992,-0.43859410285949707,0.02287551946938038,0.20457790791988373,0.34734952449798584,56.836911636703526,33.163088363296495
139,131.52391680294136,16.98438743167462,137.34255175466396,0.14398574829101562,-0.18479634821414948,-0.12588906288146973,-0.14841268956661224,-0.44152143597602844,-0.0031313709914684296,0.20460404455661774,0.35874074697494507,51.00820244270112,38.99179755729887
140,131.89744335929603,18.665817889100538,136.57970070028492,0.13383901119232178,-0.16264314949512482,-0.1666300892829895,-0.14451850950717926,-0.44337716698646545,-0.03860484063625336,0.20474807918071747,0.36521270871162415,47.501881617744296,42.498118382255704
141,128.56222293910997,18.321745874798594,135.93876821873934,0.1355663537979126,-0.16693218052387238,-0.16485145688056946,-0.14500835537910461,-0.44299978017807007,-0.033664215356111526,0.2047751247882843,0.36433982849121094,48.2887789396328,41.711221060367194
142,129.10279654502486,16.759122444258136,127.14718487308087,0.1339794099330902,-0.15899823606014252,-0.14756108820438385,-0.14053680002689362,-0.4440487027168274,-0.0497407503426075,0.20509177446365356,0.37088721990585327,45.633442889290976,44.36655711070902
143,128.930174268319,14.267814493075415,138.77267781663778,0.12258706241846085,-0.152638241648674,-0.13269148766994476,-0.1394307166337967,-0.4468304216861725,-0.04616831988096237,0.20656557381153107,0.3767780661582947,43.165741213320665,46.83425878667934
144,127.85404043938608,14.186764817176849,139.2890087875283,0.1245703473687172,-0.15274903178215027,-0.1303316205739975,-0.139910027384758,-0.44665035605430603,-0.043003909289836884,0.20666998624801636,0.37698906660079956,43.461277173317725,46.538722826682275
145,131.644065498797,12.190788846679823,142.17233163538344,0.1116282194852829,-0.12976892292499542,-0.12191115319728851,-0.13331042230129242,-0.4465833306312561,-0.04854070395231247,0.20852410793304443,0.38375595211982727,38.90597286605105,51.09402713394895
146,133.47653515424537,11.843900371279778,147.89809246013124,0.10427112132310867,-0.11933694034814835,-0.12902237474918365,-0.1288909763097763,-0.4465082287788391,-0.049315713346004486,0.21009857952594757,0.3895229697227478,36.98529779128791,53.01470220871209
147,134.48781791360943,10.488294874344158,146.35068371552117,0.09768427908420563,-0.10590273141860962,-0.13473491370677948,-0.11797025054693222,-0.44638320803642273,-0.06441630423069,0.2111755609512329,0.3975263237953186,33.67170648044264,56.32829351955737
148,138.92909721021056,9.282544871973915,153.84658890701076,0.08219211548566818,-0.0798003077507019,-0.13052372634410858,-0.1045902818441391,-0.4462721347808838,-0.06277869641780853,0.2112719863653183,0.40459883213043213,28.465015532631828,61.53498446736819
149,138.72827472938735,8.895666860439553,152.6434148556845,0.08416515588760376,-0.06735847890377045,-0.13271813094615936,-0.09201610833406448,-0.44464385509490967,-0.06260805577039719,0.21169744431972504,0.40470167994499207,26.683507613175937,63.31649238682406
150,140.85328857348162,9.42659255705704,156.09719806147766,0.07725083082914352,-0.05951695144176483,-0.13779117166996002,-0.0903630405664444,-0.4437866806983948,-0.06390848010778427,0.21206358075141907,0.40645459294319153,25.486356387215857,64.51364361278415
151,147.0623991254181,8.929030271796822,160.77010014866232,0.07430722564458847,-0.036766622215509415,-0.13733628392219543,-0.09097185730934143,-0.44186320900917053,-0.06447011232376099,0.21231131255626678,0.4143342077732086,24.031612086252746,65.96838791374725
152,149.20808719640772,8.449921724892283,163.59985221422022,0.06807661801576614,-0.022120855748653412,-0.12521572411060333,-0.09353352338075638,-0.43484917283058167,-0.05173736438155174,0.21228833496570587,0.4181826412677765,23.274363957802453,66.72563604219755
153,152.36462759947926,6.148564197818579,162.69475556170798,0.06305117905139923,0.0037507396191358566,-0.10397893190383911,-0.08973386138677597,-0.4259624481201172,-0.024521244689822197,0.21226008236408234,0.4261188507080078,21.83889453344493,68.16110546655507
154,152.1754151188738,10.016369015737098,161.12777450071417,0.06618552654981613,-0.0008253260748460889,-0.14091874659061432,-0.08765091001987457,-0.426176518201828,-0.06791021674871445,0.2127525508403778,0.42859408259391785,21.817819529208258,68.18218047079174
155,151.99315214093843,5.7166665443735045,159.78695105090847,0.051842618733644485,0.004548944998532534,-0.10801459848880768,-0.08827215433120728,-0.42319637537002563,-0.028159556910395622,0.21277868747711182,0.4280471205711365,20.65796804542916,69.34203195457084
156,153.3467445644972,2.013705482628951,165.04365154414484,0.040192242711782455,0.013613653369247913,-0.045156143605709076,-0.09555768221616745,-0.4179039001464844,0.03067348524928093,0.21328981220722198,0.43161317706108093,19.81615431180312,70.18384568819687
157,152.60169274183025,0.16987276224252623,168.37894712316862,0.02691052481532097,0.002543840790167451,-0.06388716399669647,-0.10100985318422318,-0.4141794443130493,0.03078303299844265,0.21426838636398315,0.43181711435317993,20.901261808074334,69.09873819192569
158,157.3915898004703,5.87087375327591,164.62092681006703,0.0059601254761219025,0.006524716038256884,-0.028558136895298958,-0.108478844165802,-0.4125639796257019,0.08449702709913254,0.214643657207489,0.4312886595726013,20.99911141659398,69.00088858340602
159,158.49330015690865,13.853561268210774,166.1434656172534,-0.01585547998547554,0.021538399159908295,0.0443115308880806,-0.1137440875172615,-0.3989337384700775,0.11753438413143158,0.21562515199184418,0.4355720281600952,16.21083719026304,73.78916280973696
160,155.46697452475476,10.298620417216826,166.18075754830483,-0.03279569745063782,0.05858961492776871,0.03889372572302818,-0.11406347155570984,-0.393952339887619,0.11288809031248093,0.2156619131565094,0.44289687275886536,13.650929073112517,76.34907092688746
161,164.21386488418432,12.914686331641127,162.4828108001086,-0.036537833511829376,0.0871121808886528,0.020240826532244682,-0.11559633910655975,-0.38237419724464417,0.10401087254285812,0.2156161367893219,0.4532963037490845,13.78485802963382,76.21514197036616
162,164.40202678287184,6.222217034819702,156.72993317152256,-0.04620610922574997,0.07506581395864487,-0.06558100879192352,-0.12301770597696304,-0.38374632596969604,0.00983875896781683,0.21631073951721191,0.464449942111969,13.204132500617018,76.79586749938298
163,162.98343515840548,6.89820441478474,161.61437482633306,-0.03726314380764961,0.06143077462911606,-0.1434997022151947,-0.12050656974315643,-0.40573838353157043,-0.07570509612560272,0.21811309456825256,0.4640175402164459,12.942086291591366,77.05791370840865
164,162.44750314758176,9.706642205486633,163.05368683152125,-0.034143056720495224,0.05519687011837959,-0.16669104993343353,-0.11884728074073792,-0.41213783621788025,-0.09107764065265656,0.21905329823493958,0.46937888860702515,13.65600189576163,76.34399810423835
165,167.00518602972366,12.373444373940957,165.26397419074326,-0.08802314847707748,0.05193498730659485,-0.16373556852340698,-0.12512388825416565,-0.42220041155815125,-0.08259321004152298,0.219624325633049,0.4731569290161133,10.657183457620944,79.34281654237908
166,167.751606214608,13.041408681317618,167.02076929562497,-0.10305450111627579,0.04739181324839592,-0.15298829972743988,-0.13209280371665955,-0.42234644293785095,-0.06263404339551926,0.22245150804519653,0.46999824047088623,11.422264722613376,78.57773527738662
167,167.14517184493818,21.42219229968403,167.24460328352032,-0.1187695860862732,0.02077344059944153,-0.23889486491680145,-0.13764125108718872,-0.4395914077758789,-0.0756717249751091,0.22365549206733704,0.4678106904029846,19.64217394140466,70.35782605859535
168,167.67771130026333,19.800669326056816,167.7917985294741,-0.12732021510601044,0.021579209715127945,-0.21501421928405762,-0.14172670245170593,-0.43715915083885193,-0.0657913088798523,0.22459623217582703,0.4687667489051819,18.09750780552643,71.90249219447358
169,172.43890800673384,12.41575957223178,176.18831801697752,-0.13404783606529236,0.049720875918865204,-0.09993527084589005,-0.14431247115135193,-0.41315263509750366,0.011299990117549896,0.22429461777210236,0.47087323665618896,13.568068251101149,76.43193174889885
170,174.74024394273474,11.83462286861332,168.27794361764705,-0.13704749941825867,0.0501483753323555,-0.11101003736257553,-0.14289970695972443,-0.41351550817489624,0.010670042596757412,0.22409974038600922,0.4701615571975708,14.720899619938441,75.27910038006156
171,173.96402391504236,20.509110103661573,165.86770208583806,-0.167914018034935,0.04927162081003189,0.01721358485519886,-0.1529565006494522,-0.4080595374107361,0.07217412441968918,0.22394832968711853,0.4700959622859955,7.099497217784815,82.90050278221518
172,174.74299223641793,18.243727811530782,159.38158765302384,-0.18273653090000153,0.04870771989226341,-0.0143236443400383,-0.15094871819019318,-0.4111718237400055,0.048662614077329636,0.22421406209468842,0.47135215997695923,8.722106037551725,81.27789396244825
173,171.94482888010307,21.129088796790455,157.80173817281892,-0.20911704003810883,0.04763219505548477,-0.03594422712922096,-0.14936625957489014,-0.4129885733127594,0.044396691024303436,0.22491174936294556,0.4716971218585968,12.263475265104793,77.7365247348952
174,161.39176165404908,24.280532874994613,153.82228264481458,-0.2243397831916809,0.02524563856422901,-0.05019247904419899,-0.14855879545211792,-0.4298962950706482,-0.013582242652773857,0.22642697393894196,0.4714922308921814,10.476313274952538,79.52368672504745
175,158.47799619345906,27.06760521688937,154.6396353795601,-0.23876483738422394,0.02075953595340252,-0.0531514510512352,-0.14765731990337372,-0.4326762557029724,-0.028543155640363693,0.22695836424827576,0.47148939967155457,11.756977424942807,78.24302257505721
176,157.46819785588877,24.223639178667632,152.74228696327708,-0.23215153813362122,0.013300670310854912,-0.1001419872045517,-0.14352385699748993,-0.4390525817871094,-0.05665948614478111,0.22822202742099762,0.4715884327888489,12.310980268982476,77.68901973101754
177,158.80640834850615,23.65347960923117,153.1464951704674,-0.23647622764110565,0.0077467383816838264,-0.12754729390144348,-0.1393512785434723,-0.4438852369785309,-0.07058443874120712,0.22913916409015656,0.4717899560928345,13.999071610716216,76.00092838928377
178,160.43056733464172,24.01942136867112,152.0694753107459,-0.2422865778207779,-0.000735813460778445,-0.13856320083141327,-0.1356380730867386,-0.4487549662590027,-0.08559652417898178,0.23066726326942444,0.4716823995113373,14.88429250788986,75.11570749211015
179,160.17839255648997,23.89599929638911,152.84829919512464,-0.23658901453018188,-0.00031598738860338926,-0.1436445266008377,-0.12820051610469818,-0.448090136051178,-0.081916444003582,0.23121339082717896,0.471630334854126,15.565881152959346,74.43411884704064
180,155.9988992095394,23.424650325702363,149.70863336575835,-0.23806887865066528,0.0015436970861628652,-0.1306212842464447,-0.12293044477701187,-0.4477136731147766,-0.06873293966054916,0.23245318233966827,0.47153568267822266,16.22305081573497,73.77694918426502
181,156.90343278366336,26.678766203164557,152.04729454832872,-0.26695331931114197,-0.006126516032963991,-0.16093987226486206,-0.1225019097328186,-0.4514061510562897,-0.07797908782958984,0.2333068996667862,0.4709153175354004,20.51085737956056,69.48914262043947
182,158.4061152801348,27.46556581070652,151.535401955334,-0.27401766180992126,-0.008766056038439274,-0.15305021405220032,-0.11814896017313004,-0.45073047280311584,-0.07326484471559525,0.23444077372550964,0.46988871693611145,21.6130038005721,68.3869961994279
183,156.60678067531683,29.21516838142908,153.5631406511689,-0.29269129037857056,-0.010657181963324547,-0.165298730134964,-0.11803720146417618,-0.44998493790626526,-0.08969797939062119,0.23532649874687195,0.46851399540901184,23.42198558445103,66.57801441554896
184,156.33835374665983,30.81561772924329,153.35777815841328,-0.30259016156196594,-0.016824595630168915,-0.15884357690811157,-0.11737821996212006,-0.45052266120910645,-0.09264673292636871,0.23583191633224487,0.46755167841911316,24.394750952858544,65.60524904714146
185,155.09645804197393,31.89616520875306,155.9736112505373,-0.2971290051937103,-0.015226087532937527,-0.13871729373931885,-0.10422004014253616,-0.4406137466430664,-0.03973172977566719,0.23938071727752686,0.4641050398349762,27.008200337937367,62.99179966206263
186,155.3244633069793,32.67105582712482,154.86786958162466,-0.3008447587490082,-0.01235968992114067,-0.0896327942609787,-0.09778236597776413,-0.42646363377571106,0.01807130128145218,0.23978710174560547,0.46299293637275696,29.03343653485904,60.96656346514095
187,155.29427152821404,32.880949133208276,153.93766467409802,-0.3038240075111389,-0.011848123744130135,-0.10029140114784241,-0.09075256437063217,-0.4246769845485687,0.0015838898252695799,0.24151526391506195,0.46173951029777527,29.773277886848604,60.226722113151396
188,164.7986542935596,30.80893982322924,153.47040972790361,-0.30888983607292175,-0.015608703717589378,-0.11984548717737198,-0.06733997166156769,-0.4254782795906067,-0.0007749273208901286,0.24421249330043793,0.4595770239830017,33.306744044848905,56.69325595515111
189,168.89473918887623,33.70188479525888,154.36835188456337,-0.3189551830291748,-0.02277170866727829,-0.15631620585918427,-0.06424570828676224,-0.4258038103580475,-0.07002540677785873,0.24715417623519897,0.4584677517414093,33.71381214339176,56.28618785660823
190,167.9196343583148,34.404947848011304,154.85012305037714,-0.3250124752521515,-0.031566474586725235,-0.15820474922657013,-0.06049562245607376,-0.4260365664958954,-0.08247030526399612,0.24764911830425262,0.4579451084136963,34.89599747082368,55.10400252917632
191,167.06679086837156,36.46286544260891,155.7256158340126,-0.3352293372154236,-0.038639627397060394,-0.19489866495132446,-0.06184688210487366,-0.4277955889701843,-0.09098491817712784,0.2487076222896576,0.45406726002693176,36.926248403773755,53.07375159622625
192,166.57290801466564,37.96319828461058,155.4577217770011,-0.33979731798171997,-0.05216133967041969,-0.19548317790031433,-0.06263601034879684,-0.43156328797340393,-0.11247894912958145,0.2492286115884781,0.45006754994392395,37.32833964078754,52.671660359212446
193,171.90458025962457,39.44083460673328,157.01945461084068,-0.3335547149181366,-0.05583783984184265,-0.23411540687084198,-0.05660468339920044,-0.43164435029029846,-0.14473164081573486,0.24920998513698578,0.4496585428714752,37.75346074606448,52.24653925393553
194,167.8748287076954,37.72337495497384,156.69969993324585,-0.3377954661846161,-0.05750211328268051,-0.22054144740104675,-0.05667746067047119,-0.43173959851264954,-0.13415762782096863,0.2496662735939026,0.44802722334861755,38.16169710181533,51.83830289818467
195,167.72734236624007,39.39552299571222,157.81859408270063,-0.3345133662223816,-0.07888495177030563,-0.2089112401008606,-0.046794239431619644,-0.4394676089286804,-0.13376742601394653,0.2496017962694168,0.443915992975235,39.51215961969885,50.48784038030115
196,168.72790067167637,40.401982845254274,159.98769003141584,-0.3483321964740753,-0.09969501942396164,-0.19096869230270386,-0.04878222197294235,-0.44864970445632935,-0.13647477328777313,0.2507074475288391,0.4397028982639313,41.10501606897136,48.894983931028655
197,171.57353964285537,41.50088925794586,159.13196417089986,-0.35696327686309814,-0.11554261296987534,-0.18193838000297546,-0.05061905086040497,-0.45026758313179016,-0.165368914604187,0.25266778469085693,0.4362279772758484,42.50679869584442,47.49320130415557
198,174.69363210291797,41.95621994528966,159.49529954675856,-0.3643624484539032,-0.11632877588272095,-0.15513503551483154,-0.05138188228011131,-0.45369261503219604,-0.16342605650424957,0.25358232855796814,0.4349805414676666,42.86284317831725,47.13715682168274
199,172.81693673235694,42.80288942708837,160.53707975029357,-0.3591863512992859,-0.11889339983463287,-0.1844811737537384,-0.05144383758306503,-0.4630987048149109,-0.15531602501869202,0.2537629306316376,0.43156394362449646,41.92614930005178,48.07385069994822
200,174.24584516777642,44.46711736503413,159.48276107943545,-0.37359943985939026,-0.1381501704454422,-0.1773654967546463,-0.05472128838300705,-0.46974655985832214,-0.15128520131111145,0.25355324149131775,0.4234718084335327,43.97531160160092,46.02468839839908
201,175.5795383436627,44.24882381515057,161.37696955571639,-0.37030354142189026,-0.14400972425937653,-0.17804010212421417,-0.05501645803451538,-0.47026944160461426,-0.14586885273456573,0.25368839502334595,0.4219154119491577,44.16843458956539,45.831565410434614
202,174.8676569693168,44.28787526439265,162.42769439003553,-0.3710951805114746,-0.1556500345468521,-0.14235784113407135,-0.05436990410089493,-0.4720722436904907,-0.12624602019786835,0.2536908686161041,0.4179113805294037,45.06444462605012,44.93555537394988
203,172.74236264514187,44.921799866680786,163.51706932024132,-0.370802640914917,-0.1477338820695877,-0.14430303871631622,-0.05758625641465187,-0.47130832076072693,-0.12657344341278076,0.2560640573501587,0.4150503873825073,44.11390690361369,45.88609309638631
204,172.61241143747313,47.40528083390859,166.29160865869218,-0.4090574085712433,-0.1725914627313614,-0.1297338604927063,-0.07010975480079651,-0.47064512968063354,-0.10178927332162857,0.25711339712142944,0.40728873014450073,48.76942943907642,41.23057056092358
205,171.54239507315805,46.72296603981217,167.11415470714917,-0.39144280552864075,-0.1614786982536316,-0.1353125125169754,-0.06993598490953445,-0.4705069363117218,-0.11388503015041351,0.25814515352249146,0.40700623393058777,46.19719326308164,43.802806736918356
206,165.61588451445436,46.817797761915116,169.18695293188335,-0.34979498386383057,-0.1597004383802414,-0.13840627670288086,-0.07027123123407364,-0.4704069495201111,-0.10833415389060974,0.25885525345802307,0.40584033727645874,42.13975603190604,47.86024396809397
207,163.00492540735516,49.09841321082169,170.0773639345359,-0.3299778997898102,-0.2628936767578125,-0.1830788403749466,-0.07013420015573502,-0.47105395793914795,-0.10617339611053467,0.2618881165981293,0.3992759883403778,52.46997391801864,37.53002608198136
208,164.98178923394667,45.23808202585369,169.93041880264698,-0.30487939715385437,-0.24164320528507233,-0.18055328726768494,-0.07049088180065155,-0.47082504630088806,-0.1059855967760086,0.2636682689189911,0.40336501598358154,47.022853439897965,42.97714656010204
209,160.6405673124095,45.815852965690674,170.8780904116295,-0.28407251834869385,-0.2258952111005783,-0.23243099451065063,-0.07130985707044601,-0.4709102511405945,-0.1066536083817482,0.26443397998809814,0.40483564138412476,45.24966192473364,44.75033807526636
210,158.3956670204296,50.15889691386944,170.0680412499461,-0.2955591678619385,-0.22397541999816895,-0.31359007954597473,-0.08112227916717529,-0.4702467620372772,-0.10715300589799881,0.26482686400413513,0.3981684148311615,50.396754972020034,39.60324502797996
211,158.6237161381688,55.42298625874723,169.13142186334065,-0.3420773148536682,-0.24408353865146637,-0.3124997019767761,-0.08527743071317673,-0.47288841009140015,-0.11236423999071121,0.26530852913856506,0.3908753991127014,54.90170542759468,35.09829457240532
212,145.30800918786056,37.81659506398295,168.71533310388935,-0.1673751324415207,-0.2207251936197281,-0.2781519889831543,-0.07876470685005188,-0.47202780842781067,-0.11249645799398422,0.26673194766044617,0.4138653576374054,36.78061618416871,53.21938381583131
213,101.85198475159682,39.149900523714706,170.81728203066933,-0.10389775037765503,-0.357820600271225,-0.26537615060806274,-0.06214291602373123,-0.4708018898963928,-0.11369962245225906,0.2696479558944702,0.3573523163795471,54.315328043063694,35.68467195693631
214,156.32685555832617,33.72279341394225,170.12835937841848,-0.14504799246788025,-0.22373518347740173,-0.23555248975753784,-0.05636613443493843,-0.4673658609390259,-0.12305967509746552,0.27035748958587646,0.4196647107601166,30.45379376383588,59.54620623616412
215,161.1830110255719,30.493782051691625,168.22398947344658,-0.1754574328660965,-0.10855793207883835,-0.19826923310756683,-0.05285200476646423,-0.4664138853549957,-0.13403429090976715,0.27112340927124023,0.4667479395866394,21.145709180514196,68.85429081948583
216,165.80698821302278,29.910604385871707,164.67298147050036,-0.1946917027235031,-0.0990855023264885,-0.20186270773410797,-0.052103977650403976,-0.46643877029418945,-0.14531199634075165,0.2708345949649811,0.4659254550933838,22.663518801921782,67.33648119807822
217,163.06307426731075,26.660056300506945,163.3711292033096,-0.17938002943992615,-0.06329579651355743,-0.1817009598016739,-0.04880520701408386,-0.4659246504306793,-0.14388972520828247,0.27101433277130127,0.48349782824516296,18.656180318507026,71.34381968149297
218,166.78513588984947,30.35480428397141,161.68591622143387,-0.1849689483642578,-0.22825759649276733,-0.1706196516752243,-0.049196671694517136,-0.4708336293697357,-0.1267986297607422,0.2724992036819458,0.41316065192222595,30.46151560239157,59.53848439760843
219,159.9923307813367,24.870442957243778,162.389877464441,-0.17277558147907257,-0.06601502001285553,-0.16631661355495453,-0.04831191152334213,-0.4648427963256836,-0.12849515676498413,0.2724049389362335,0.4771413803100586,18.064468064657667,71.93553193534234
220,138.24611381861237,50.11772410080576,162.04108387649336,-0.24342648684978485,-0.3319871127605438,-0.22445200383663177,-0.05229246988892555,-0.481423556804657,-0.11709301918745041,0.27284157276153564,0.36743250489234924,55.71899566977359,34.28100433022641
221,140.25272582836806,46.48144211433824,162.21124086000012,-0.23927746713161469,-0.29731348156929016,-0.2208889126777649,-0.05413935333490372,-0.48405250906944275,-0.11069877445697784,0.27379387617111206,0.3854272961616516,49.083015118875714,40.9169848811243
222,146.6143797690481,76.64982290046126,162.75469415912315,-0.4038068354129791,-0.46589934825897217,-0.2975529432296753,-0.05458100140094757,-0.5063750743865967,-0.111284039914608,0.273749977350235,0.33052128553390503,84.161002056503,5.838997943496947
223,132.08558076178474,71.18628966951921,162.51761481487088,-0.33650317788124084,-0.46123331785202026,-0.31874728202819824,-0.05525916814804077,-0.5061385631561279,-0.10910715907812119,0.27423277497291565,0.3191859722137451,82.70495162297371,7.295048377026328
224,143.29696497250842,83.07486127230483,162.74170687394388,-0.44570860266685486,-0.5132693648338318,-0.28819382190704346,-0.05880614370107651,-0.5180926322937012,-0.10708686709403992,0.2746870517730713,0.3164101839065552,89.3531223725968,0.6468776274029562
225,160.23867563703874,84.9712520577698,160.71280568740949,-0.5134441256523132,-0.5231861472129822,-0.16013985872268677,-0.0589744970202446,-0.5302215814590454,-0.10674220323562622,0.2757972180843353,0.3074582815170288,89.11915953711201,0.8808404628881445
226,159.02715991070295,84.67829397210643,160.16524361814177,-0.5028771162033081,-0.531856119632721,-0.12458069622516632,-0.05521804466843605,-0.5342262387275696,-0.0990377739071846,0.27671024203300476,0.3044537603855133,89.69714444353487,0.3028555564634974
227,158.5892207536824,88.98880114825191,160.17108661751953,-0.47749313712120056,-0.566250741481781,-0.14610016345977783,-0.04775021970272064,-0.5329791307449341,-0.09422700107097626,0.27761244773864746,0.2991808354854584,85.60464903991323,4.395350960086849
