frame,right_wrist_x,right_wrist_y,right_wrist_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,nose_y,right_elbow_angle,left_knee_angle,right_arm_vertical_angle,right_arm_horizontal_angle_from_plane
22,0.2022656351327896,0.17005713284015656,-0.1472080498933792,0.19320130348205566,0.24440161883831024,-0.07680927217006683,0.18526983261108398,160.93258603951455,161.05953281132398,30.57830363998829,59.4216963600117
23,0.20526562631130219,0.17027942836284637,-0.09317059814929962,0.1951110064983368,0.24327902495861053,-0.07629707455635071,0.1851019561290741,160.21022198140273,160.30623375004205,18.703381229906597,71.2966187700934
24,0.2027515470981598,0.17052263021469116,-0.14869917929172516,0.19667872786521912,0.24332819879055023,-0.07475835084915161,0.1849769651889801,155.9992312969296,160.37126587046495,25.584461156347345,64.41553884365266
25,0.20285849273204803,0.17056916654109955,-0.13526520133018494,0.19831711053848267,0.24331292510032654,-0.07395536452531815,0.18478785455226898,153.02582832623565,159.77959744934765,24.649490909348543,65.35050909065146
26,0.20842286944389343,0.1704128086566925,-0.11532744020223618,0.19957049190998077,0.2427070438861847,-0.07345953583717346,0.18258659541606903,155.12806446644777,158.90785186072853,21.210412008026395,68.78958799197359
27,0.21161143481731415,0.1699191778898239,-0.08928520232439041,0.20128533244132996,0.24186354875564575,-0.07294227927923203,0.18190628290176392,155.5232885906083,157.40365688298678,17.650329073917504,72.3496709260825
28,0.21316929161548615,0.16970005631446838,-0.09974304586648941,0.20393550395965576,0.24184876680374146,-0.06999591737985611,0.18194445967674255,147.55897773104783,155.03607131979695,18.676463263851105,71.3235367361489
29,0.211293563246727,0.1698007881641388,-0.08985906094312668,0.20491862297058105,0.24155659973621368,-0.06883098185062408,0.18064221739768982,147.57707196975366,153.09082050638247,18.61428978357779,71.38571021642221
30,0.21436962485313416,0.16948610544204712,-0.08296101540327072,0.20647233724594116,0.24116384983062744,-0.06838125735521317,0.18063251674175262,145.52005160224365,151.70667596231297,18.1966878107865,71.8033121892135
31,0.21725891530513763,0.16889265179634094,-0.11268726736307144,0.2082323282957077,0.24066932499408722,-0.06847429275512695,0.17869827151298523,145.21800499186028,149.51203359352408,23.663932656565237,66.33606734343475
32,0.21855440735816956,0.1683952957391739,-0.12396720796823502,0.21029455959796906,0.24034316837787628,-0.06794316321611404,0.17785519361495972,143.1561847500789,146.79722475306068,27.5942135946172,62.405786405382806
33,0.22011451423168182,0.16791369020938873,-0.10583037883043289,0.21266275644302368,0.24030715227127075,-0.0711517333984375,0.17790460586547852,143.64548917265418,144.47225875720406,24.966995233227436,65.03300476677258
34,0.2207362949848175,0.16736538708209991,-0.1038689985871315,0.21308404207229614,0.24030771851539612,-0.06907763332128525,0.17747533321380615,143.7064372433866,144.2723403785403,24.596363263091092,65.40363673690891
35,0.22047674655914307,0.16698165237903595,-0.1119026392698288,0.21400892734527588,0.24026229977607727,-0.06846786290407181,0.17688968777656555,143.21430921216282,143.63123239850526,25.440525985967327,64.55947401403267
36,0.2226378619670868,0.16571617126464844,-0.12772947549819946,0.21525102853775024,0.2394597828388214,-0.06878767907619476,0.17567314207553864,143.38092369166287,142.4130456849089,29.475307473880633,60.524692526119374
37,0.22442424297332764,0.16512681543827057,-0.15334011614322662,0.21811966598033905,0.23969131708145142,-0.07000254839658737,0.17622268199920654,142.97240027100617,141.34508683949244,35.00032234523567,54.99967765476433
38,0.22520557045936584,0.16488635540008545,-0.14123417437076569,0.21868349611759186,0.23966839909553528,-0.06999979168176651,0.17550434172153473,139.67590265019487,140.22744381672433,34.235446634646536,55.764553365353464
39,0.22686311602592468,0.16475151479244232,-0.13531343638896942,0.22048772871494293,0.2397826462984085,-0.06999903917312622,0.17566756904125214,141.73367319151396,138.55617557603597,33.07145280380706,56.92854719619294
40,0.2284925878047943,0.16455139219760895,-0.16155320405960083,0.22303147614002228,0.239360973238945,-0.06951736658811569,0.17504581809043884,142.6108504133985,136.8503503362261,37.463400970827934,52.53659902917207
41,0.23012809455394745,0.16457904875278473,-0.17050212621688843,0.22417756915092468,0.2399057149887085,-0.0717756599187851,0.1757863610982895,141.8865751465186,136.6290413249601,39.09663490394442,50.90336509605558
42,0.23039239645004272,0.16450528800487518,-0.1843455582857132,0.22488375008106232,0.2399364411830902,-0.07281170040369034,0.17583803832530975,141.91067050731772,135.9457451330745,41.9197852237543,48.08021477624569
43,0.2341245710849762,0.1645170897245407,-0.17199860513210297,0.22681498527526855,0.23992221057415009,-0.07323186844587326,0.17564430832862854,143.2948892349573,134.3758665695532,40.8321033640494,49.1678966359506
44,0.2358354777097702,0.16423963010311127,-0.16262537240982056,0.22874584794044495,0.23959612846374512,-0.07327956706285477,0.1748804897069931,144.5466276765183,133.13062521654214,39.769805158200825,50.230194841799175
45,0.23745910823345184,0.16302551329135895,-0.17563632130622864,0.23139211535453796,0.23751279711723328,-0.06667453795671463,0.1743234544992447,134.6655351967512,131.30164852088188,42.638705171838666,47.36129482816132
46,0.24021603167057037,0.16306976974010468,-0.19207468628883362,0.23239481449127197,0.23751504719257355,-0.06982223689556122,0.17436932027339935,133.88082288807374,130.36167127411775,45.827018491011444,44.172981508988535
47,0.24247393012046814,0.16308759152889252,-0.17837302386760712,0.23425999283790588,0.237029567360878,-0.0700947642326355,0.1735721379518509,131.4401484382706,129.91299956485162,44.202247008693575,45.79775299130641
48,0.24670927226543427,0.16276489198207855,-0.20493412017822266,0.23553115129470825,0.23602944612503052,-0.06800255924463272,0.17326147854328156,127.99226177982274,128.29545627201514,49.594419211811356,40.40558078818864
49,0.24972939491271973,0.1627880185842514,-0.20198868215084076,0.23704926669597626,0.23606663942337036,-0.0663113072514534,0.17382332682609558,127.9772076948625,128.07865226209086,50.239895897248005,39.760104102751995
50,0.2517215609550476,0.16240106523036957,-0.18985901772975922,0.24008221924304962,0.23528669774532318,-0.06465119868516922,0.17382249236106873,124.23050364004266,124.65947240671113,48.8192084378673,41.180791562132676
51,0.2533188462257385,0.1624670922756195,-0.18700407445430756,0.24084094166755676,0.2352910041809082,-0.06463339179754257,0.1737576723098755,84.70325443448684,124.93720317795527,48.27517581053036,41.724824189469636
52,0.25388768315315247,0.16243959963321686,-0.18676646053791046,0.24279117584228516,0.23529107868671417,-0.06522179394960403,0.17355677485466003,78.22617561180172,122.33769591379249,47.7546999014111,42.245300098588935
53,0.25569215416908264,0.162202849984169,-0.17559556663036346,0.24470065534114838,0.23511114716529846,-0.06513000279664993,0.17339488863945007,100.94819487845069,120.09015469442036,46.24764851702369,43.752351482976316
54,0.25895893573760986,0.16218337416648865,-0.17560045421123505,0.24659255146980286,0.23509587347507477,-0.06468069553375244,0.17350180447101593,116.48160767969597,117.29037853516226,46.28617977192761,43.71382022807239
55,0.2588158845901489,0.16159774363040924,-0.19074119627475739,0.24666659533977509,0.23503665626049042,-0.061220332980155945,0.17251180112361908,119.48231060565305,116.82978737910057,48.1601086412291,41.839891358770885
56,0.26092424988746643,0.1616087704896927,-0.1599954068660736,0.24967509508132935,0.2350495457649231,-0.06194518133997917,0.17272979021072388,122.73188051035592,113.0730988988476,43.150866852301164,46.84913314769883
57,0.2624441683292389,0.1612456738948822,-0.16673634946346283,0.25208523869514465,0.23535728454589844,-0.062446318566799164,0.1735304594039917,124.52832608753434,111.43011340019527,42.581703684479066,47.41829631552094
58,0.2667136490345001,0.1611510068178177,-0.14935792982578278,0.2551492154598236,0.2360011339187622,-0.06273780018091202,0.1738622635602951,129.0565942478246,109.74642271071332,38.32432768504964,51.67567231495034
59,0.2659125030040741,0.15997737646102905,-0.16165722906589508,0.25554242730140686,0.23589612543582916,-0.06251470744609833,0.17420712113380432,127.74911862231451,140.82998207660543,38.51635071968701,51.48364928031298
60,0.26742199063301086,0.15929467976093292,-0.1681717336177826,0.257384717464447,0.23616603016853333,-0.06123892217874527,0.1750868707895279,130.0684569574556,148.11775149616847,39.39898736855926,50.60101263144075
61,0.2707214653491974,0.15919259190559387,-0.16581818461418152,0.25936371088027954,0.23638156056404114,-0.05978793650865555,0.1755780726671219,131.47402881685508,150.67097560940297,40.036378028814596,49.96362197118541
62,0.26953214406967163,0.15921813249588013,-0.16179290413856506,0.2599586248397827,0.23689107596874237,-0.06021084263920784,0.17652997374534607,127.76601598310131,160.7262256873162,39.64252283742434,50.35747716257566
63,0.2721465229988098,0.15877124667167664,-0.16370709240436554,0.2621800899505615,0.23704612255096436,-0.056896429508924484,0.17702896893024445,131.3850685182569,156.9092880998088,40.28796174258625,49.71203825741374
64,0.27467820048332214,0.15877369046211243,-0.15925168991088867,0.26429063081741333,0.2370740920305252,-0.05692683160305023,0.17717674374580383,133.1384752772531,176.77426489310537,39.66497271200939,50.3350272879906
65,0.2786342203617096,0.15853577852249146,-0.16024985909461975,0.2651045322418213,0.23735664784908295,-0.057425979524850845,0.17721223831176758,133.44230107858672,161.14818954662877,40.878620094690035,49.12137990530995
66,0.2813059687614441,0.15782314538955688,-0.15968658030033112,0.26698052883148193,0.23829792439937592,-0.05636284127831459,0.1787811517715454,138.3789095809067,177.80973640182964,40.62258214186082,49.377417858139204
67,0.28493648767471313,0.15741705894470215,-0.15151412785053253,0.2683376967906952,0.2384164035320282,-0.047804202884435654,0.17953015863895416,140.98014225172324,163.69512016053554,41.586261164306535,48.41373883569347
68,0.2856537997722626,0.15686628222465515,-0.12997907400131226,0.2705557346343994,0.23842519521713257,-0.049130480736494064,0.17947448790073395,140.32291746250766,176.83251955428932,36.64288037830826,53.35711962169176
69,0.2883174419403076,0.15650418400764465,-0.1388448178768158,0.2717258334159851,0.23842163383960724,-0.05420880764722824,0.17932114005088806,140.55877040408055,175.80826045432352,37.88408787343644,52.11591212656355
70,0.28982654213905334,0.15648779273033142,-0.13514046370983124,0.2733834385871887,0.23837755620479584,-0.05437972769141197,0.17923295497894287,138.28041694154354,174.53343857127064,36.821255077423956,53.17874492257602
71,0.29241567850112915,0.15674994885921478,-0.1357070505619049,0.27606773376464844,0.23836246132850647,-0.054576385766267776,0.17835520207881927,137.9094696375685,172.63212169528407,36.52100545047779,53.47899454952222
72,0.29599881172180176,0.15756002068519592,-0.16882681846618652,0.27804452180862427,0.2383931279182434,-0.051100291311740875,0.17834337055683136,137.13601266104322,171.07730076100427,40.424246735843724,49.575753264156276
73,0.29779958724975586,0.1590288132429123,-0.1662447601556778,0.28059908747673035,0.2386987805366516,-0.05038510262966156,0.17765823006629944,131.98156537295804,169.92895287039903,41.40705005561085,48.59294994438913
74,0.296326607465744,0.1585559993982315,-0.16985958814620972,0.2810409367084503,0.23885400593280792,-0.05037207156419754,0.17752759158611298,128.73655085471802,160.68383198985956,42.7629957556683,47.23700424433172
75,0.3000902831554413,0.1582411378622055,-0.17011643946170807,0.28277531266212463,0.23891793191432953,-0.04929899796843529,0.17754432559013367,130.00699201829957,148.45984856845632,43.86735454683958,46.13264545316043
76,0.30057016015052795,0.15819647908210754,-0.14489160478115082,0.2855604290962219,0.23921526968479156,-0.04659629985690117,0.1765461266040802,126.25591670358358,142.55881656132408,41.327700395268636,48.67229960473135
77,0.30332404375076294,0.15790624916553497,-0.12127184122800827,0.28844761848449707,0.23951587080955505,-0.03682870417833328,0.17528754472732544,121.67828149011893,142.3154132643568,35.743288567713904,54.25671143228608
78,0.30833765864372253,0.15790289640426636,-0.12024247646331787,0.29108312726020813,0.23998142778873444,-0.03293552249670029,0.17497961223125458,123.248455056312,135.6716978638157,34.79267042045339,55.207329579546595
79,0.3094053864479065,0.15820883214473724,-0.13204023241996765,0.29115474224090576,0.24055130779743195,-0.03740451857447624,0.17788034677505493,124.23679372445008,133.25405259107998,37.02050272037735,52.97949727962264
80,0.31243011355400085,0.158172607421875,-0.12292217463254929,0.2944541275501251,0.24179953336715698,-0.03747572749853134,0.1784224957227707,121.88379086051708,99.45879000185391,34.16235201019376,55.83764798980622
81,0.31463930010795593,0.1576504111289978,-0.12635713815689087,0.2969788610935211,0.24211657047271729,-0.03881487622857094,0.17835716903209686,119.52771038878231,96.24233625179767,33.19930305139013,56.800696948609875
82,0.31706297397613525,0.15734310448169708,-0.12969166040420532,0.2991301119327545,0.24236665666103363,-0.045009199529886246,0.1782544106245041,117.20362373715622,95.52161767162761,32.893203363630164,57.10679663636982
83,0.319624662399292,0.15738551318645477,-0.1491253674030304,0.30202430486679077,0.242679163813591,-0.06623014062643051,0.1786365658044815,116.32025475740608,96.06627151149502,31.73272337844415,58.26727662155586
84,0.3206152319908142,0.15752944350242615,-0.18467886745929718,0.3023817241191864,0.24305100739002228,-0.07117607444524765,0.17890550196170807,120.6152566970809,94.2836696893769,37.860636051579434,52.13936394842057
85,0.3235239088535309,0.15771132707595825,-0.18130479753017426,0.3040505647659302,0.2434028536081314,-0.07470772415399551,0.17807111144065857,119.5846866552219,96.83886132293577,38.54815898244976,51.45184101755022
86,0.3252464830875397,0.15795983374118805,-0.12954290211200714,0.3064071238040924,0.24380671977996826,-0.07092660665512085,0.17794911563396454,118.27759953337508,99.97398233717047,31.396423896354634,58.60357610364536
87,0.33011090755462646,0.15794216096401215,-0.1110784187912941,0.3077441155910492,0.24414896965026855,-0.06811854988336563,0.1758168339729309,117.69454668239942,103.2653465229979,29.336530103593503,60.66346989640651
88,0.33237966895103455,0.1583183854818344,-0.08974944800138474,0.3101787567138672,0.24440926313400269,-0.06978128105401993,0.17582958936691284,114.51568713141288,103.9162815508106,27.238196477427692,62.76180352257233
89,0.3329848051071167,0.15832698345184326,-0.09414098411798477,0.3104378879070282,0.24447999894618988,-0.0675104483962059,0.17581972479820251,115.121363178687,104.62422145276025,27.901449112506526,62.09855088749347
90,0.33404168486595154,0.15905050933361053,-0.11748237162828445,0.31216394901275635,0.24476079642772675,-0.06637609750032425,0.17583197355270386,115.4012779018629,105.99121953197695,28.638760460350994,61.36123953964899
91,0.3370113968849182,0.15950419008731842,-0.11775296181440353,0.3141437768936157,0.24507537484169006,-0.06384918093681335,0.17485766112804413,114.01093017023587,105.16025793587386,28.816213134602634,61.18378686539737
92,0.3432738482952118,0.15945930778980255,-0.04728443920612335,0.31687629222869873,0.24526235461235046,-0.057706356048583984,0.17488650977611542,112.66629568917278,108.42431800200086,28.17710118496086,61.82289881503917
93,0.3464580178260803,0.1592170149087906,-0.07519222050905228,0.31878161430358887,0.2452646642923355,-0.06306613236665726,0.17490151524543762,113.50199568170265,110.05158709848072,29.840807316097568,60.15919268390243
94,0.3460518717765808,0.15868832170963287,-0.08999389410018921,0.3191869258880615,0.2452591508626938,-0.06299226731061935,0.1748950332403183,109.8715430693619,112.2195962654501,30.534906299417685,59.46509370058231
95,0.3506372272968292,0.15866497159004211,-0.08389610052108765,0.32201460003852844,0.24523194134235382,-0.05305682495236397,0.1747576743364334,111.88821203656462,116.91751877398963,30.821902585801098,59.17809741419888
96,0.35497134923934937,0.16012515127658844,-0.08448152989149094,0.32481488585472107,0.24495747685432434,-0.060286495834589005,0.1746501475572586,106.9256011869754,119.65006722127441,32.71969982266546,57.28030017733453
97,0.35711559653282166,0.1622868776321411,-0.08707243949174881,0.3271428942680359,0.24497266113758087,-0.05812818557024002,0.17498216032981873,100.69084119774323,118.31275802488608,33.770059907362935,56.229940092637065
98,0.3609422445297241,0.16822576522827148,-0.07039039582014084,0.3301646411418915,0.24521689116954803,-0.05725701525807381,0.17701047658920288,89.84834912770964,118.6541339788578,34.88045680283631,55.11954319716367
99,0.3607636094093323,0.1695588380098343,-0.07071515172719955,0.32981520891189575,0.24521464109420776,-0.047913722693920135,0.17674997448921204,84.07236741185555,118.7655046109465,36.83269775658934,53.16730224341068
100,0.3635150194168091,0.17196594178676605,-0.10857441276311874,0.3313133418560028,0.24542762339115143,-0.0508032850921154,0.17686264216899872,82.44039193568493,119.90772489472735,40.31891473813448,49.68108526186551
101,0.36638087034225464,0.17906710505485535,-0.11572626978158951,0.3335070013999939,0.24636784195899963,-0.052229467779397964,0.1775873452425003,77.19077964528208,121.42672915560485,44.002382125152394,45.9976178748476
102,0.3697347044944763,0.18711811304092407,-0.10924205929040909,0.3365510404109955,0.24763227999210358,-0.051439154893159866,0.1810772567987442,65.26558600231552,122.19758641450281,45.68186566457524,44.31813433542472
103,0.3725050091743469,0.1923609972000122,-0.060247670859098434,0.3390410840511322,0.248816579580307,-0.04357202723622322,0.1847352832555771,60.521118922917665,123.31403315576347,43.78960994004453,46.21039005995546
104,0.3734392821788788,0.1929749995470047,-0.05958148464560509,0.33984479308128357,0.24940678477287292,-0.03377211093902588,0.18648077547550201,58.27926747402538,126.07808628465364,43.85686542282011,46.14313457717988
105,0.3778132498264313,0.2031777948141098,-0.05254711955785751,0.3422982096672058,0.2500511705875397,-0.034477122128009796,0.18663303554058075,58.83765205676781,133.83932369607038,47.748004864313145,42.25199513568687
106,0.37747588753700256,0.20442521572113037,-0.09475730359554291,0.343753457069397,0.25008293986320496,-0.03699009492993355,0.18631799519062042,57.4616679565954,134.28596029979047,50.68540804001904,39.314591959980966
107,0.38322752714157104,0.20449823141098022,-0.08611622452735901,0.34458282589912415,0.2510553300380707,-0.03781682252883911,0.18742793798446655,54.10945230641771,135.04703667324748,53.431504308956875,36.568495691043125
108,0.3853563964366913,0.20804446935653687,-0.1137528270483017,0.3458858132362366,0.2517763376235962,-0.04412298649549484,0.18816335499286652,52.7878614457896,135.56808038053856,58.34791796624614,31.65208203375387
109,0.3847932517528534,0.20819494128227234,-0.13021501898765564,0.3462378680706024,0.2518594563007355,-0.050678130239248276,0.1883106380701065,51.89165576242922,134.7405759796069,59.8714469014981,30.128553098501893
110,0.3895606994628906,0.2147529572248459,-0.11236808449029922,0.3484514057636261,0.25271472334861755,-0.049122653901576996,0.18892917037010193,48.20980623017584,135.6154473418481,64.78263564586756,25.21736435413243
111,0.3927724063396454,0.22216053307056427,-0.10807158797979355,0.35050979256629944,0.2535031735897064,-0.049025941640138626,0.1893434375524521,45.12851616303204,135.9905466430305,72.67723359997373,17.322766400026264
112,0.3950038552284241,0.2264525145292282,-0.09556394815444946,0.352193683385849,0.2537406384944916,-0.04688164219260216,0.18964622914791107,42.31422526130099,136.3740392903761,77.1647382800795,12.835261719920524
113,0.39755693078041077,0.23099550604820251,-0.13792744278907776,0.3539275527000427,0.2547686994075775,-0.04688262194395065,0.18999727070331573,41.99728443357686,135.76779593079291,82.05196436274844,7.948035637251533
114,0.3986520767211914,0.23214781284332275,-0.1302904337644577,0.3547966182231903,0.2556336522102356,-0.03920113295316696,0.19081979990005493,43.40282514769574,134.712637290862,81.601513165076,8.398486834924004
115,0.40361347794532776,0.23320990800857544,-0.1918497085571289,0.3578741252422333,0.2563588619232178,-0.06837499141693115,0.19077080488204956,42.864551469725484,135.98415531689795,85.60354949355398,4.396450506446104
116,0.405602365732193,0.2371092289686203,-0.18873348832130432,0.3597845733165741,0.2570074498653412,-0.06368083506822586,0.19073925912380219,42.66594182336315,135.02704097998262,89.2150414954002,0.7849585045998128
117,0.40661683678627014,0.23808006942272186,-0.18651051819324493,0.36067190766334534,0.2574726939201355,-0.07174011319875717,0.19123141467571259,42.14769537088207,134.27883220039118,88.48445712773584,1.5155428722638344
118,0.4095437526702881,0.23972271382808685,-0.19549265503883362,0.3627493977546692,0.2581756114959717,-0.07245159894227982,0.1912139505147934,41.778206186195945,132.8471147566375,88.48753162870163,1.5124683712982634
119,0.41265976428985596,0.24558395147323608,-0.19706951081752777,0.36402007937431335,0.25886911153793335,-0.06771285831928253,0.19116587936878204,43.801101083329335,136.0057808080431,89.09854938211184,0.9014506178885462
120,0.41617146134376526,0.24901166558265686,-0.1774078607559204,0.36624327301979065,0.25938722491264343,-0.03875851258635521,0.19143585860729218,44.82740400257373,142.95050981487793,87.41982433333594,2.5801756666641893
121,0.41930168867111206,0.2582590878009796,-0.1715061217546463,0.3680822551250458,0.25989699363708496,-0.022850995883345604,0.19139854609966278,48.20608815266789,144.93932585462278,83.3783159042182,6.621684095781842
122,0.421948105096817,0.25869256258010864,-0.1417836844921112,0.36855629086494446,0.26037371158599854,-0.009168589487671852,0.19148145616054535,49.25502790391768,148.57950299093145,83.3966289238513,6.603371076148661
123,0.4249182939529419,0.2622029185295105,-0.13804171979427338,0.3702070415019989,0.2608616352081299,-0.007099599577486515,0.19198614358901978,51.3723075618774,153.0691511288972,83.05408981858216,6.94591018141791
124,0.4285350739955902,0.2658799886703491,-0.10401221364736557,0.3721684515476227,0.2621723711490631,-0.001505235442891717,0.1922703981399536,52.841414172445056,155.13708877247984,82.90924484559335,7.090755154406696
125,0.43023279309272766,0.27103662490844727,-0.10092876106500626,0.37383338809013367,0.2621913254261017,-0.00010208973981207237,0.19246910512447357,53.50874278157754,155.92335514537805,81.4516086458993,8.548391354100628
126,0.43470609188079834,0.28040239214897156,-0.10073895007371902,0.37630972266197205,0.26325175166130066,7.173776248237118e-05,0.19285550713539124,59.15725911250723,158.26126570883486,77.46566854863019,12.534331451369813
127,0.43601563572883606,0.28195223212242126,-0.11315104365348816,0.3776046335697174,0.2646874189376831,-0.004836151376366615,0.19525028765201569,58.46669607623779,157.9335077142812,77.99936537720322,12.00063462279673
128,0.438050240278244,0.2867894470691681,-0.11691542714834213,0.3795175552368164,0.2658804655075073,-0.008916720747947693,0.1960533708333969,61.96915865094135,158.64528466810444,75.69727721558009,14.302722784419974
129,0.4398305416107178,0.29091933369636536,-0.13302665948867798,0.380749374628067,0.26708462834358215,-0.016695085912942886,0.19634537398815155,65.25102820244959,156.71258709003058,73.65969920979578,16.34030079020421
130,0.442156583070755,0.2968164384365082,-0.14443624019622803,0.3825693726539612,0.2669494152069092,-0.015143307857215405,0.19687987864017487,69.68603063092375,158.8759892187751,72.00064735953079,17.999352640469187
131,0.44448667764663696,0.30859383940696716,-0.10964810848236084,0.3843211829662323,0.26736581325531006,0.013111469335854053,0.19885416328907013,77.29980424208061,162.1109244568263,70.82340819274242,19.176591807257577
132,0.4464725852012634,0.3124411404132843,-0.11519487202167511,0.3867412209510803,0.26722922921180725,0.025980545207858086,0.19980557262897491,79.1604580807855,169.85912200048975,69.33215756671086,20.667842433289138
133,0.44657719135284424,0.3196699619293213,-0.10961245745420456,0.3886822760105133,0.2672394812107086,0.018104149028658867,0.2021923065185547,84.63340389912953,171.8358137283957,67.11133032419461,22.888669675805392
134,0.4482559561729431,0.3203590512275696,-0.10626423358917236,0.389909952878952,0.2672305107116699,0.0026769826654344797,0.20251905918121338,84.56128394273553,173.69137399076251,66.20871691018965,23.791283089810378
135,0.45281457901000977,0.3311266601085663,-0.09548488259315491,0.39263007044792175,0.2681387960910797,-0.013656352646648884,0.20371130108833313,96.44210776658514,175.24055975827827,63.81914858657478,26.18085141342523
136,0.4541972279548645,0.3353408873081207,-0.06837507337331772,0.39428699016571045,0.2687075436115265,0.011190061457455158,0.20427629351615906,98.28282008583126,166.85195133856897,62.784485056589816,27.215514943410202
137,0.4565156400203705,0.3455771505832672,-0.06473337858915329,0.3964109718799591,0.269673615694046,0.00887442659586668,0.20439140498638153,108.40074085969911,158.67624886559312,58.08959478419378,31.91040521580621
138,0.4559577703475952,0.34734952449798584,-0.07809320092201233,0.39687299728393555,0.2698116600513458,0.0005214157863520086,0.20457790791988373,111.55707642895464,161.72283521210358,56.836911636703526,33.163088363296495
